threshold,alpha,k,cost_bp,mean_gross_pnl_bp,mean_net_pnl_bp,gross_sharpe,net_sharpe,mean_turnover,avg_abs_position,n_ticker_days
0.0001,0.3,500,0,0.950742950057214,0.950742950057214,0.3068057382318218,0.3068057382318218,0.13567170585014893,0.1429383426843326,12188
0.0,0.75,200,0,0.8980851457824709,0.8980851457824709,0.30214949771108107,0.30214949771108107,0.18532224250915003,0.09059168140039478,12188
0.0001,0.75,200,0,0.8909320311286132,0.8909320311286132,0.29975718567849197,0.29975718567849197,0.18524982144536056,0.09025609702218824,12188
0.0,0.2,500,0,0.7994287633079399,0.7994287633079399,0.2972884789297487,0.2972884789297487,0.08870865086236734,0.13390956184237215,12188
0.0002,0.3,500,0,0.9193011211192984,0.9193011211192984,0.29712736525015093,0.29712736525015093,0.13384810855933071,0.14128483462202437,12188
0.0001,0.2,500,0,0.7947746714872306,0.7947746714872306,0.2955273311322525,0.2955273311322525,0.0887011319993397,0.13355851083646803,12188
0.0002,0.75,200,0,0.8711002288824133,0.8711002288824133,0.2932224931394014,0.2932224931394014,0.18259142021320157,0.08753118189589099,12188
0.0005,1.0,200,0,0.9954409516901481,0.9954409516901481,0.29311180688868166,0.29311180688868166,0.22836066447046163,0.07918613182352766,12188
0.0005,0.5,500,0,1.0806769382542214,1.0806769382542214,0.2902296274390275,0.2902296274390275,0.20404767504640375,0.1356613371417656,12188
0.0,1.0,100,0,0.6634135306757349,0.6634135306757349,0.28813189227560754,0.28813189227560754,0.14592938733113958,0.0566632298742828,12188
0.0001,1.0,100,0,0.6589154073662634,0.6589154073662634,0.28619250126461493,0.28619250126461493,0.14574909612697956,0.05595457493567019,12188
0.0002,0.2,500,0,0.7677142292345694,0.7677142292345694,0.28584348848417357,0.28584348848417357,0.08754527115163398,0.1326720477586221,12188
0.0002,1.0,100,0,0.6463360705414082,0.6463360705414082,0.2808169083675824,0.2808169083675824,0.14283603069935516,0.053041012259303626,12188
0.0,0.5,200,0,0.6984581310041971,0.6984581310041971,0.27344572052611166,0.27344572052611166,0.11326044610796823,0.07799095834273306,12188
0.0,1.0,50,0,0.39040547458373265,0.39040547458373265,0.27249526328985096,0.27249526328985096,0.0746936166153572,0.028907820387627927,12188
0.0001,0.5,200,0,0.6936743777628381,0.6936743777628381,0.2715608876213081,0.2715608876213081,0.11318343358917411,0.07781151688503013,12188
0.0005,0.75,200,0,0.8059236294236192,0.8059236294236192,0.27151650652950726,0.27151650652950726,0.1589065991604049,0.07310005636698269,12188
0.0005,0.3,500,0,0.840274005537483,0.840274005537483,0.2712668709915567,0.2712668709915567,0.11880261727071767,0.12496746056299196,12188
0.0001,1.0,50,0,0.38815636274153165,0.38815636274153165,0.270934407720317,0.270934407720317,0.07460346972350794,0.02855348852340389,12188
0.0,0.75,100,0,0.5462551857127086,0.5462551857127086,0.2696546141609714,0.2696546141609714,0.09799508416453719,0.047744859763597686,12188
0.0001,0.75,100,0,0.5426783025302719,0.5426783025302719,0.26789483954454146,0.26789483954454146,0.09795964688280685,0.04757730552915934,12188
0.0002,1.0,50,0,0.38186633369789175,0.38186633369789175,0.2665972622790026,0.2665972622790026,0.07314683965953392,0.027096621683859498,12188
