ticker,date,gross_pnl_bp,net_pnl_bp,turnover,avg_abs_position,threshold,alpha,k,cost_bp
AMZN,2019-10-22,7.5870923507548715,7.483100162614011,0.10399218814086127,0.10399218814086127,0.0,0.75,500,1
AMZN,2019-10-23,1.4293488832894399,1.2051958342474747,0.2241530490419653,0.08158624275689985,0.0,0.75,500,1
AMZN,2019-10-24,-13.962813841826097,-14.167353340902604,0.20453949907650687,0.12071837505655458,0.0,0.75,500,1
AMZN,2019-10-25,166.3326719932029,165.6645751860237,0.6680968071791663,0.27419475107984576,0.0,0.75,500,1
AMZN,2019-10-28,48.305568598075126,47.15641642206576,1.1491521760093626,0.22556285191186637,0.0,0.75,500,1
AMZN,2019-10-29,5.907700658668309,5.2043501126483775,0.7033505460199316,0.2157637981601034,0.0,0.75,500,1
AMZN,2019-10-30,1.2639709618306243,1.165482546089611,0.09848841574101325,0.01792548150117458,0.0,0.75,500,1
AMZN,2019-10-31,5.390231836073666,5.0710766743958935,0.3191551616777736,0.08463245287079144,0.0,0.75,500,1
AMZN,2019-11-01,-1.967715357182406,-2.2400139630562896,0.2722986058738837,0.09625170894837334,0.0,0.75,500,1
AMZN,2019-11-04,-5.008658153003298,-5.081057511024149,0.07239935802085048,0.06450469239041227,0.0,0.75,500,1
AMZN,2019-11-05,2.5235558137780187,2.377689437311668,0.14586637646635112,0.14419031511958852,0.0,0.75,500,1
AMZN,2019-11-06,-3.364373565428134,-3.5610888773112563,0.19671531188312247,0.07762369484368065,0.0,0.75,500,1
AMZN,2019-11-07,2.7359766732484925,2.555636388830538,0.18034028441795497,0.06837158251204015,0.0,0.75,500,1
AMZN,2019-11-08,-0.06590690530324972,-0.14395927784789653,0.07805237254464681,0.0350318061454829,0.0,0.75,500,1
AMZN,2019-11-11,-1.226668478490136,-1.2664614579750126,0.039792979484876666,0.022227818255384293,0.0,0.75,500,1
AMZN,2019-11-12,1.9048605937500107,1.7057859578812302,0.19907463586878027,0.07200669952277526,0.0,0.75,500,1
AMZN,2019-11-13,0.4210685562329928,0.24983562813722882,0.17123292809576396,0.039847944493263836,0.0,0.75,500,1
AMZN,2019-11-14,-4.4656570299472085,-4.651045021728281,0.18538799178107201,0.12958436401462503,0.0,0.75,500,1
AMZN,2019-11-15,-11.90883743285795,-11.921253868246213,0.012416435388263009,0.11581087933657791,0.0,0.75,500,1
AMZN,2019-11-18,3.1474775460351294,3.0207368297223693,0.12674071631276024,0.13128345993849605,0.0,0.75,500,1
AMZN,2019-11-19,-15.2654217651134,-15.54449359542875,0.27907183031535054,0.1398663688587232,0.0,0.75,500,1
AMZN,2019-11-20,11.128225716853004,10.864673933482877,0.2635517833701281,0.126486743395016,0.0,0.75,500,1
AMZN,2019-11-21,2.9173150986782392,2.6389897109749856,0.2783253877032539,0.07204938309310305,0.0,0.75,500,1
AMZN,2019-11-22,0.9446000274882131,0.7583005019255482,0.186299525562665,0.04056759320170558,0.0,0.75,500,1
AMZN,2019-11-25,0.3657283671866392,0.27576664934294925,0.08996171784368996,0.012452408129770769,0.0,0.75,500,1
AMZN,2019-11-26,-12.176701461852037,-12.413775542233243,0.23707408038120723,0.1960988747691921,0.0,0.75,500,1
AMZN,2019-11-27,0.3736596267082398,0.20844767890489002,0.1652119478033498,0.07773740689715501,0.0,0.75,500,1
AMZN,2019-11-29,1.8256327794778677,1.55987209884467,0.2657606806331978,0.08015545950416915,0.0,0.75,500,1
AMZN,2019-12-02,1.4609055917133482,1.2898785651923645,0.17102702652098373,0.04346626016203237,0.0,0.75,500,1
AMZN,2019-12-03,4.96040042830532,4.826700286781269,0.13370014152405046,0.10725018623772044,0.0,0.75,500,1
AMZN,2019-12-04,-1.5202387358402238,-1.9544390175701265,0.4342002817299028,0.08902671638573459,0.0,0.75,500,1
AMZN,2019-12-05,-12.282563329592353,-12.446153048648238,0.1635897190558836,0.13100953283626035,0.0,0.75,500,1
AMZN,2019-12-06,-2.3873571403729454,-2.520250772249728,0.13289363187678216,0.12890309161765057,0.0,0.75,500,1
AMZN,2019-12-09,-0.32516223299238295,-0.4006150593845409,0.07545282639215796,0.03563151063476633,0.0,0.75,500,1
AMZN,2019-12-10,-3.854368956493577,-3.948217011247257,0.0938480547536808,0.09368396184657579,0.0,0.75,500,1
AMZN,2019-12-11,2.1422425862855796,1.9670160444359934,0.17522654184958614,0.07528805899512445,0.0,0.75,500,1
AMZN,2019-12-12,0.02762437186914063,-0.037504631995730064,0.06512900386487072,0.028281548886208024,0.0,0.75,500,1
AMZN,2019-12-13,3.9711766099465224,3.8340893285935653,0.13708728135295703,0.06171765530024566,0.0,0.75,500,1
AMZN,2019-12-16,0.4372149726046286,0.24429156145018105,0.1929234111544475,0.07802005886067202,0.0,0.75,500,1
AMZN,2019-12-17,-6.059563275288033,-6.252965258335629,0.19340198304759598,0.07447854924015743,0.0,0.75,500,1
AMZN,2019-12-18,2.321492444495926,2.1360303247206907,0.18546211977523558,0.10504720325334596,0.0,0.75,500,1
AMZN,2019-12-19,0.6784909832537203,0.5145783017736159,0.16391268148010452,0.08203314637889944,0.0,0.75,500,1
AMZN,2019-12-20,3.9967133543840685,3.8092306024489546,0.18748275193511366,0.0876349950111,0.0,0.75,500,1
AMZN,2019-12-23,3.7018074478153413,3.4866693615472015,0.21513808626813946,0.07292368802469727,0.0,0.75,500,1
AMZN,2019-12-24,1.8453299730599326,1.4494854306962366,0.3958445423636959,0.08903491553523399,0.0,0.75,500,1
AMZN,2019-12-26,-19.449343706143384,-19.731051180005387,0.2817074738620048,0.088914056827479,0.0,0.75,500,1
AMZN,2019-12-27,-12.723206876886266,-13.477654742782638,0.754447865896371,0.4688373809014339,0.0,0.75,500,1
AMZN,2019-12-30,4.545238461935749,4.144442825123709,0.40079563681203967,0.03396914447221859,0.0,0.75,500,1
AMZN,2019-12-31,-0.9877985012307742,-1.1984456443289329,0.21064714309815863,0.08362015591090605,0.0,0.75,500,1
AMZN,2020-01-02,-11.707763339288086,-11.97911143492191,0.27134809563382445,0.1177946483101614,0.0,0.75,500,1
AMZN,2020-01-03,13.366733389617824,13.023717220674548,0.34301616894327447,0.15016061582926155,0.0,0.75,500,1
AMZN,2020-01-06,4.311424468737237,4.178783238762665,0.13264122997457256,0.02913953825034191,0.0,0.75,500,1
AMZN,2020-01-07,-7.62942733144309,-8.115724963908454,0.48629763246536384,0.22235916290687047,0.0,0.75,500,1
AMZN,2020-01-08,-0.02767142581849935,-0.2407670568642315,0.21309563104573212,0.09744978035739914,0.0,0.75,500,1
